,Source,General_Pos,Finer_Pos
654,steering,3830.0,3063.0
655,steering,3830.0,3063.0
656,steering,3830.0,3063.0
657,steering,3830.0,3063.0
658,steering,3830.0,3063.0
659,steering,3830.0,3063.0
660,steering,3830.0,3063.0
661,steering,3830.0,3063.0
662,steering,3830.0,3063.0
663,steering,3830.0,3063.0
664,steering,3830.0,3063.0
665,steering,3830.0,3063.0
666,steering,3830.0,3063.0
667,steering,3830.0,3063.0
668,steering,3830.0,3063.0
669,steering,3830.0,3063.0
670,steering,3830.0,3063.0
671,steering,3830.0,3063.0
672,steering,3830.0,3063.0
673,steering,3830.0,3063.0
674,steering,3830.0,3063.0
675,steering,3830.0,3063.0
676,steering,3830.0,3063.0
677,steering,3830.0,3063.0
678,steering,3830.0,3063.0
679,steering,3830.0,3063.0
680,steering,3830.0,3063.0
681,steering,3830.0,3063.0
682,steering,3830.0,3063.0
683,steering,3830.0,3063.0
684,steering,3830.0,3063.0
685,steering,3830.0,3063.0
686,steering,3830.0,3063.0
687,steering,3830.0,3063.0
688,steering,3830.0,3063.0
689,steering,3830.0,3063.0
690,steering,3830.0,3063.0
691,steering,3830.0,3063.0
692,steering,3830.0,3063.0
693,steering,3830.0,3063.0
694,steering,3830.0,3063.0
695,steering,3830.0,3063.0
696,steering,3830.0,3063.0
697,steering,3830.0,3063.0
698,steering,3830.0,3063.0
699,steering,3830.0,3063.0
700,steering,3830.0,3063.0
701,steering,3830.0,3063.0
702,steering,3830.0,3063.0
703,steering,3830.0,3063.0
704,steering,3830.0,3063.0
705,steering,3830.0,3063.0
706,steering,3830.0,3063.0
707,steering,3830.0,3063.0
708,steering,3830.0,3063.0
709,steering,3830.0,3063.0
710,steering,3830.0,3063.0
711,steering,3830.0,3063.0
712,steering,3830.0,3063.0
713,steering,3830.0,3063.0
714,steering,3830.0,3063.0
715,steering,3830.0,3063.0
716,steering,3830.0,3063.0
717,steering,3830.0,3063.0
718,steering,3830.0,3063.0
719,steering,3830.0,3063.0
720,steering,3830.0,3063.0
721,steering,3830.0,3063.0
722,steering,3830.0,3063.0
723,steering,3830.0,3063.0
724,steering,3830.0,3063.0
725,steering,3830.0,3063.0
726,steering,3830.0,3063.0
727,steering,3830.0,3063.0
728,steering,3830.0,3063.0
729,steering,3830.0,3063.0
730,steering,3830.0,3063.0
731,steering,3830.0,3063.0
732,steering,3830.0,3063.0
733,steering,3830.0,3063.0
734,steering,3830.0,3063.0
735,steering,3830.0,3063.0
736,steering,3830.0,3063.0
737,steering,3830.0,3063.0
738,steering,3830.0,3063.0
739,steering,3830.0,3063.0
740,steering,3830.0,3063.0
741,steering,3830.0,3063.0
742,steering,3830.0,3063.0
743,steering,3830.0,3063.0
744,steering,3830.0,3063.0
745,steering,3830.0,3063.0
746,steering,3830.0,3063.0
747,steering,3830.0,3063.0
748,steering,3830.0,3063.0
749,steering,3830.0,3063.0
750,steering,3830.0,3063.0
751,steering,3830.0,3063.0
752,steering,3830.0,3063.0
753,steering,3830.0,3063.0
754,steering,3030.0,6665.0
755,steering,3030.0,6665.0
756,steering,3031.0,3065.0
757,steering,3031.0,3065.0
758,steering,3031.0,3165.0
759,steering,3031.0,3165.0
760,steering,3031.0,3265.0
761,steering,3031.0,3265.0
762,steering,3031.0,3365.0
763,steering,3031.0,3365.0
764,steering,3031.0,3365.0
765,steering,3031.0,3465.0
766,steering,3031.0,3465.0
767,steering,3031.0,3465.0
768,steering,3031.0,3565.0
769,steering,3031.0,3565.0
770,steering,3031.0,3565.0
771,steering,3031.0,3565.0
772,steering,3031.0,3665.0
773,steering,3031.0,3665.0
774,steering,3031.0,3665.0
775,steering,3031.0,3665.0
776,steering,3031.0,3765.0
777,steering,3031.0,3765.0
778,steering,3031.0,3765.0
779,steering,3031.0,3765.0
780,steering,3031.0,3765.0
781,steering,3031.0,3865.0
782,steering,3031.0,3865.0
783,steering,3031.0,3865.0
784,steering,3031.0,3865.0
785,steering,3031.0,3965.0
786,steering,3031.0,3965.0
787,steering,3031.0,3965.0
788,steering,3031.0,3965.0
789,steering,3031.0,6165.0
790,steering,3031.0,6165.0
791,steering,3031.0,6165.0
792,steering,3031.0,6165.0
793,steering,3031.0,6265.0
794,steering,3031.0,6265.0
795,steering,3031.0,6265.0
796,steering,3031.0,6365.0
797,steering,3031.0,6365.0
798,steering,3031.0,6365.0
799,steering,3031.0,6465.0
800,steering,3031.0,6465.0
801,steering,3031.0,6565.0
802,steering,3031.0,6565.0
803,steering,3031.0,6565.0
804,steering,3031.0,6665.0
805,steering,3031.0,6665.0
806,steering,3032.0,3065.0
807,steering,3032.0,3065.0
808,steering,3032.0,3165.0
809,steering,3032.0,3165.0
810,steering,3032.0,3265.0
811,steering,3032.0,3265.0
812,steering,3032.0,3365.0
813,steering,3032.0,3365.0
814,steering,3032.0,3365.0
815,steering,3032.0,3465.0
816,steering,3032.0,3465.0
817,steering,3032.0,3565.0
818,steering,3032.0,3565.0
819,steering,3032.0,3665.0
820,steering,3032.0,3765.0
821,steering,3032.0,3765.0
822,steering,3032.0,3865.0
823,steering,3032.0,3965.0
824,steering,3032.0,3965.0
825,steering,3032.0,6165.0
826,steering,3032.0,6165.0
827,steering,3032.0,6265.0
828,steering,3032.0,6265.0
829,steering,3032.0,6365.0
830,steering,3032.0,6365.0
831,steering,3032.0,6465.0
832,steering,3032.0,6465.0
833,steering,3032.0,6565.0
834,steering,3032.0,6565.0
835,steering,3032.0,6665.0
836,steering,3032.0,6665.0
837,steering,3032.0,6665.0
838,steering,3033.0,3065.0
839,steering,3033.0,3065.0
840,steering,3033.0,3065.0
841,steering,3033.0,3065.0
842,steering,3033.0,3165.0
843,steering,3033.0,3165.0
844,steering,3033.0,3165.0
845,steering,3033.0,3165.0
846,steering,3033.0,3165.0
847,steering,3033.0,3165.0
848,steering,3033.0,3165.0
849,steering,3033.0,3165.0
850,steering,3033.0,3165.0
851,steering,3033.0,3165.0
852,steering,3033.0,3165.0
853,steering,3033.0,3165.0
854,steering,3033.0,3165.0
855,steering,3033.0,3165.0
856,steering,3033.0,3165.0
857,steering,3033.0,3165.0
858,steering,3033.0,3165.0
859,steering,3033.0,3165.0
860,steering,3033.0,3165.0
861,steering,3033.0,3065.0
862,steering,3033.0,3065.0
863,steering,3032.0,6665.0
864,steering,3032.0,6665.0
865,steering,3032.0,6465.0
866,steering,3032.0,6465.0
867,steering,3032.0,6265.0
868,steering,3032.0,6165.0
869,steering,3032.0,3965.0
870,steering,3032.0,3765.0
871,steering,3032.0,3665.0
872,steering,3032.0,3465.0
873,steering,3032.0,3265.0
874,steering,3032.0,3165.0
875,steering,3031.0,6665.0
876,steering,3031.0,6465.0
877,steering,3031.0,6265.0
878,steering,3031.0,3965.0
879,steering,3031.0,3765.0
880,steering,3031.0,3665.0
881,steering,3031.0,3465.0
882,steering,3031.0,3365.0
883,steering,3031.0,3265.0
884,steering,3031.0,3165.0
885,steering,3031.0,3165.0
886,steering,3031.0,3165.0
887,steering,3031.0,3165.0
888,steering,3031.0,3165.0
889,steering,3031.0,3165.0
890,steering,3031.0,3165.0
891,steering,3031.0,3165.0
892,steering,3031.0,3165.0
893,steering,3031.0,3165.0
894,steering,3031.0,3165.0
895,steering,3031.0,3065.0
896,steering,3030.0,6665.0
897,steering,3030.0,6665.0
898,steering,3030.0,6565.0
899,steering,3030.0,6465.0
900,steering,3030.0,6365.0
901,steering,3030.0,6265.0
902,steering,3030.0,6165.0
903,steering,3030.0,3965.0
904,steering,3030.0,3865.0
905,steering,3030.0,3765.0
906,steering,3030.0,3665.0
907,steering,3030.0,3565.0
908,steering,3030.0,3465.0
909,steering,3030.0,3365.0
910,steering,3030.0,3265.0
911,steering,3030.0,3165.0
912,steering,3030.0,3165.0
913,steering,6666.0,6665.0
914,steering,6666.0,6665.0
915,steering,6666.0,6565.0
916,steering,6666.0,6465.0
917,steering,6666.0,6365.0
918,steering,6666.0,6265.0
919,steering,6666.0,6165.0
920,steering,6666.0,3965.0
921,steering,6666.0,3865.0
922,steering,6666.0,3765.0
923,steering,6666.0,3665.0
924,steering,6666.0,3565.0
925,steering,6666.0,3465.0
926,steering,6666.0,3365.0
927,steering,6666.0,3265.0
