Source,General_Pos,Finer_Pos
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3830.0,3063.0
Steering,3031.0,6265.0
Steering,3031.0,6365.0
Steering,3031.0,6365.0
Steering,3031.0,6465.0
Steering,3031.0,6465.0
Steering,3031.0,6565.0
